PING 10.0.0.4 (10.0.0.4) 1000(1028) bytes of data.
1008 bytes from 10.0.0.4: icmp_seq=1 ttl=64 time=78.6 ms
1008 bytes from 10.0.0.4: icmp_seq=2 ttl=64 time=3.75 ms
1008 bytes from 10.0.0.4: icmp_seq=3 ttl=64 time=0.023 ms
1008 bytes from 10.0.0.4: icmp_seq=4 ttl=64 time=0.450 ms
1008 bytes from 10.0.0.4: icmp_seq=5 ttl=64 time=0.024 ms
1008 bytes from 10.0.0.4: icmp_seq=6 ttl=64 time=0.018 ms
1008 bytes from 10.0.0.4: icmp_seq=7 ttl=64 time=0.018 ms
1008 bytes from 10.0.0.4: icmp_seq=8 ttl=64 time=0.018 ms
1008 bytes from 10.0.0.4: icmp_seq=9 ttl=64 time=3.77 ms
1008 bytes from 10.0.0.4: icmp_seq=10 ttl=64 time=0.183 ms
1008 bytes from 10.0.0.4: icmp_seq=11 ttl=64 time=0.314 ms
1008 bytes from 10.0.0.4: icmp_seq=12 ttl=64 time=0.024 ms
1008 bytes from 10.0.0.4: icmp_seq=13 ttl=64 time=5.91 ms
1008 bytes from 10.0.0.4: icmp_seq=14 ttl=64 time=3.38 ms
1008 bytes from 10.0.0.4: icmp_seq=15 ttl=64 time=5.61 ms
1008 bytes from 10.0.0.4: icmp_seq=16 ttl=64 time=0.044 ms
1008 bytes from 10.0.0.4: icmp_seq=17 ttl=64 time=0.438 ms
1008 bytes from 10.0.0.4: icmp_seq=18 ttl=64 time=2.15 ms
1008 bytes from 10.0.0.4: icmp_seq=19 ttl=64 time=0.023 ms
1008 bytes from 10.0.0.4: icmp_seq=20 ttl=64 time=4.07 ms
1008 bytes from 10.0.0.4: icmp_seq=21 ttl=64 time=8.71 ms
1008 bytes from 10.0.0.4: icmp_seq=22 ttl=64 time=8.17 ms
1008 bytes from 10.0.0.4: icmp_seq=23 ttl=64 time=11.5 ms
1008 bytes from 10.0.0.4: icmp_seq=24 ttl=64 time=12.1 ms
1008 bytes from 10.0.0.4: icmp_seq=25 ttl=64 time=15.5 ms
1008 bytes from 10.0.0.4: icmp_seq=26 ttl=64 time=10.6 ms
1008 bytes from 10.0.0.4: icmp_seq=27 ttl=64 time=13.0 ms
1008 bytes from 10.0.0.4: icmp_seq=28 ttl=64 time=12.9 ms
1008 bytes from 10.0.0.4: icmp_seq=29 ttl=64 time=14.5 ms
1008 bytes from 10.0.0.4: icmp_seq=30 ttl=64 time=17.6 ms
1008 bytes from 10.0.0.4: icmp_seq=31 ttl=64 time=16.6 ms
1008 bytes from 10.0.0.4: icmp_seq=32 ttl=64 time=18.0 ms
1008 bytes from 10.0.0.4: icmp_seq=33 ttl=64 time=15.4 ms
1008 bytes from 10.0.0.4: icmp_seq=34 ttl=64 time=17.5 ms
1008 bytes from 10.0.0.4: icmp_seq=35 ttl=64 time=24.6 ms
1008 bytes from 10.0.0.4: icmp_seq=36 ttl=64 time=21.9 ms
1008 bytes from 10.0.0.4: icmp_seq=37 ttl=64 time=22.2 ms
1008 bytes from 10.0.0.4: icmp_seq=38 ttl=64 time=19.2 ms
1008 bytes from 10.0.0.4: icmp_seq=39 ttl=64 time=17.7 ms
1008 bytes from 10.0.0.4: icmp_seq=40 ttl=64 time=21.7 ms
1008 bytes from 10.0.0.4: icmp_seq=41 ttl=64 time=27.9 ms
1008 bytes from 10.0.0.4: icmp_seq=42 ttl=64 time=38.5 ms
1008 bytes from 10.0.0.4: icmp_seq=43 ttl=64 time=41.9 ms
1008 bytes from 10.0.0.4: icmp_seq=44 ttl=64 time=49.9 ms
1008 bytes from 10.0.0.4: icmp_seq=45 ttl=64 time=53.6 ms
1008 bytes from 10.0.0.4: icmp_seq=46 ttl=64 time=60.8 ms
1008 bytes from 10.0.0.4: icmp_seq=47 ttl=64 time=62.2 ms
1008 bytes from 10.0.0.4: icmp_seq=48 ttl=64 time=78.0 ms
1008 bytes from 10.0.0.4: icmp_seq=49 ttl=64 time=85.5 ms
1008 bytes from 10.0.0.4: icmp_seq=50 ttl=64 time=92.8 ms
1008 bytes from 10.0.0.4: icmp_seq=51 ttl=64 time=99.5 ms
1008 bytes from 10.0.0.4: icmp_seq=52 ttl=64 time=101 ms
1008 bytes from 10.0.0.4: icmp_seq=53 ttl=64 time=106 ms
1008 bytes from 10.0.0.4: icmp_seq=54 ttl=64 time=114 ms
1008 bytes from 10.0.0.4: icmp_seq=55 ttl=64 time=116 ms
1008 bytes from 10.0.0.4: icmp_seq=56 ttl=64 time=127 ms
1008 bytes from 10.0.0.4: icmp_seq=57 ttl=64 time=137 ms
1008 bytes from 10.0.0.4: icmp_seq=58 ttl=64 time=142 ms
1008 bytes from 10.0.0.4: icmp_seq=59 ttl=64 time=151 ms
1008 bytes from 10.0.0.4: icmp_seq=60 ttl=64 time=157 ms
1008 bytes from 10.0.0.4: icmp_seq=61 ttl=64 time=167 ms
1008 bytes from 10.0.0.4: icmp_seq=62 ttl=64 time=182 ms
1008 bytes from 10.0.0.4: icmp_seq=63 ttl=64 time=188 ms
1008 bytes from 10.0.0.4: icmp_seq=64 ttl=64 time=196 ms
1008 bytes from 10.0.0.4: icmp_seq=65 ttl=64 time=202 ms
1008 bytes from 10.0.0.4: icmp_seq=66 ttl=64 time=200 ms
1008 bytes from 10.0.0.4: icmp_seq=67 ttl=64 time=206 ms
1008 bytes from 10.0.0.4: icmp_seq=68 ttl=64 time=211 ms
1008 bytes from 10.0.0.4: icmp_seq=69 ttl=64 time=218 ms
1008 bytes from 10.0.0.4: icmp_seq=70 ttl=64 time=228 ms
1008 bytes from 10.0.0.4: icmp_seq=71 ttl=64 time=233 ms
1008 bytes from 10.0.0.4: icmp_seq=72 ttl=64 time=231 ms
1008 bytes from 10.0.0.4: icmp_seq=73 ttl=64 time=241 ms
1008 bytes from 10.0.0.4: icmp_seq=74 ttl=64 time=250 ms
1008 bytes from 10.0.0.4: icmp_seq=75 ttl=64 time=261 ms
1008 bytes from 10.0.0.4: icmp_seq=76 ttl=64 time=263 ms
1008 bytes from 10.0.0.4: icmp_seq=77 ttl=64 time=269 ms
1008 bytes from 10.0.0.4: icmp_seq=78 ttl=64 time=278 ms
1008 bytes from 10.0.0.4: icmp_seq=79 ttl=64 time=281 ms
1008 bytes from 10.0.0.4: icmp_seq=80 ttl=64 time=288 ms
1008 bytes from 10.0.0.4: icmp_seq=81 ttl=64 time=296 ms
1008 bytes from 10.0.0.4: icmp_seq=82 ttl=64 time=307 ms
1008 bytes from 10.0.0.4: icmp_seq=83 ttl=64 time=315 ms
1008 bytes from 10.0.0.4: icmp_seq=84 ttl=64 time=326 ms
1008 bytes from 10.0.0.4: icmp_seq=85 ttl=64 time=336 ms
1008 bytes from 10.0.0.4: icmp_seq=86 ttl=64 time=344 ms
1008 bytes from 10.0.0.4: icmp_seq=87 ttl=64 time=350 ms
1008 bytes from 10.0.0.4: icmp_seq=88 ttl=64 time=352 ms
1008 bytes from 10.0.0.4: icmp_seq=89 ttl=64 time=355 ms
1008 bytes from 10.0.0.4: icmp_seq=90 ttl=64 time=367 ms
1008 bytes from 10.0.0.4: icmp_seq=91 ttl=64 time=374 ms
