PING 10.0.0.8 (10.0.0.8) 1000(1028) bytes of data.
1008 bytes from 10.0.0.8: icmp_seq=140 ttl=64 time=40.8 ms
1008 bytes from 10.0.0.8: icmp_seq=141 ttl=64 time=37.1 ms
1008 bytes from 10.0.0.8: icmp_seq=142 ttl=64 time=26.3 ms
1008 bytes from 10.0.0.8: icmp_seq=143 ttl=64 time=17.6 ms
1008 bytes from 10.0.0.8: icmp_seq=144 ttl=64 time=8.71 ms
1008 bytes from 10.0.0.8: icmp_seq=145 ttl=64 time=5.05 ms
1008 bytes from 10.0.0.8: icmp_seq=146 ttl=64 time=0.034 ms
1008 bytes from 10.0.0.8: icmp_seq=147 ttl=64 time=0.702 ms
1008 bytes from 10.0.0.8: icmp_seq=148 ttl=64 time=0.021 ms
1008 bytes from 10.0.0.8: icmp_seq=149 ttl=64 time=0.038 ms
1008 bytes from 10.0.0.8: icmp_seq=150 ttl=64 time=1.84 ms
1008 bytes from 10.0.0.8: icmp_seq=151 ttl=64 time=0.376 ms
1008 bytes from 10.0.0.8: icmp_seq=152 ttl=64 time=0.026 ms
1008 bytes from 10.0.0.8: icmp_seq=153 ttl=64 time=0.019 ms
1008 bytes from 10.0.0.8: icmp_seq=154 ttl=64 time=0.019 ms
1008 bytes from 10.0.0.8: icmp_seq=155 ttl=64 time=0.024 ms
1008 bytes from 10.0.0.8: icmp_seq=156 ttl=64 time=0.018 ms
1008 bytes from 10.0.0.8: icmp_seq=157 ttl=64 time=0.019 ms
1008 bytes from 10.0.0.8: icmp_seq=158 ttl=64 time=0.243 ms
1008 bytes from 10.0.0.8: icmp_seq=159 ttl=64 time=0.623 ms
1008 bytes from 10.0.0.8: icmp_seq=160 ttl=64 time=0.019 ms
1008 bytes from 10.0.0.8: icmp_seq=161 ttl=64 time=0.021 ms
1008 bytes from 10.0.0.8: icmp_seq=162 ttl=64 time=0.019 ms
1008 bytes from 10.0.0.8: icmp_seq=163 ttl=64 time=0.022 ms
1008 bytes from 10.0.0.8: icmp_seq=164 ttl=64 time=0.019 ms
