PING 10.0.0.10 (10.0.0.10) 1000(1028) bytes of data.
1008 bytes from 10.0.0.10: icmp_seq=7 ttl=64 time=2780 ms
1008 bytes from 10.0.0.10: icmp_seq=9 ttl=64 time=2759 ms
1008 bytes from 10.0.0.10: icmp_seq=10 ttl=64 time=2768 ms
1008 bytes from 10.0.0.10: icmp_seq=33 ttl=64 time=2425 ms
1008 bytes from 10.0.0.10: icmp_seq=34 ttl=64 time=2414 ms
1008 bytes from 10.0.0.10: icmp_seq=37 ttl=64 time=2421 ms
1008 bytes from 10.0.0.10: icmp_seq=38 ttl=64 time=2419 ms
1008 bytes from 10.0.0.10: icmp_seq=39 ttl=64 time=2411 ms
1008 bytes from 10.0.0.10: icmp_seq=40 ttl=64 time=2402 ms
1008 bytes from 10.0.0.10: icmp_seq=41 ttl=64 time=2405 ms
1008 bytes from 10.0.0.10: icmp_seq=42 ttl=64 time=2400 ms
1008 bytes from 10.0.0.10: icmp_seq=44 ttl=64 time=2403 ms
1008 bytes from 10.0.0.10: icmp_seq=46 ttl=64 time=2432 ms
1008 bytes from 10.0.0.10: icmp_seq=47 ttl=64 time=2421 ms
1008 bytes from 10.0.0.10: icmp_seq=48 ttl=64 time=2421 ms
1008 bytes from 10.0.0.10: icmp_seq=50 ttl=64 time=2417 ms
1008 bytes from 10.0.0.10: icmp_seq=51 ttl=64 time=2416 ms
1008 bytes from 10.0.0.10: icmp_seq=52 ttl=64 time=2411 ms
1008 bytes from 10.0.0.10: icmp_seq=55 ttl=64 time=2526 ms
1008 bytes from 10.0.0.10: icmp_seq=56 ttl=64 time=2528 ms
1008 bytes from 10.0.0.10: icmp_seq=60 ttl=64 time=2534 ms
1008 bytes from 10.0.0.10: icmp_seq=62 ttl=64 time=2569 ms
1008 bytes from 10.0.0.10: icmp_seq=6 ttl=64 time=3585 ms
1008 bytes from 10.0.0.10: icmp_seq=63 ttl=64 time=2583 ms
1008 bytes from 10.0.0.10: icmp_seq=66 ttl=64 time=2590 ms
1008 bytes from 10.0.0.10: icmp_seq=67 ttl=64 time=2592 ms
1008 bytes from 10.0.0.10: icmp_seq=76 ttl=64 time=2508 ms
1008 bytes from 10.0.0.10: icmp_seq=79 ttl=64 time=2425 ms
1008 bytes from 10.0.0.10: icmp_seq=80 ttl=64 time=2427 ms
