PING 10.0.0.6 (10.0.0.6) 1000(1028) bytes of data.
1008 bytes from 10.0.0.6: icmp_seq=5 ttl=64 time=0.747 ms
1008 bytes from 10.0.0.6: icmp_seq=6 ttl=64 time=0.039 ms
1008 bytes from 10.0.0.6: icmp_seq=7 ttl=64 time=0.084 ms
1008 bytes from 10.0.0.6: icmp_seq=8 ttl=64 time=0.045 ms
1008 bytes from 10.0.0.6: icmp_seq=9 ttl=64 time=0.030 ms
1008 bytes from 10.0.0.6: icmp_seq=10 ttl=64 time=0.027 ms
1008 bytes from 10.0.0.6: icmp_seq=11 ttl=64 time=0.028 ms
1008 bytes from 10.0.0.6: icmp_seq=2 ttl=64 time=179 ms
1008 bytes from 10.0.0.6: icmp_seq=3 ttl=64 time=163 ms
1008 bytes from 10.0.0.6: icmp_seq=12 ttl=64 time=4.86 ms
1008 bytes from 10.0.0.6: icmp_seq=13 ttl=64 time=1.09 ms
1008 bytes from 10.0.0.6: icmp_seq=14 ttl=64 time=0.014 ms
1008 bytes from 10.0.0.6: icmp_seq=15 ttl=64 time=1.84 ms
1008 bytes from 10.0.0.6: icmp_seq=16 ttl=64 time=0.033 ms
1008 bytes from 10.0.0.6: icmp_seq=17 ttl=64 time=2.37 ms
1008 bytes from 10.0.0.6: icmp_seq=18 ttl=64 time=3.04 ms
1008 bytes from 10.0.0.6: icmp_seq=19 ttl=64 time=1.92 ms
1008 bytes from 10.0.0.6: icmp_seq=20 ttl=64 time=3.54 ms
1008 bytes from 10.0.0.6: icmp_seq=21 ttl=64 time=0.018 ms
1008 bytes from 10.0.0.6: icmp_seq=22 ttl=64 time=0.017 ms
1008 bytes from 10.0.0.6: icmp_seq=23 ttl=64 time=3.62 ms
1008 bytes from 10.0.0.6: icmp_seq=24 ttl=64 time=0.014 ms
1008 bytes from 10.0.0.6: icmp_seq=25 ttl=64 time=1.49 ms
1008 bytes from 10.0.0.6: icmp_seq=26 ttl=64 time=7.67 ms
1008 bytes from 10.0.0.6: icmp_seq=27 ttl=64 time=4.44 ms
1008 bytes from 10.0.0.6: icmp_seq=28 ttl=64 time=0.025 ms
1008 bytes from 10.0.0.6: icmp_seq=4 ttl=64 time=398 ms
1008 bytes from 10.0.0.6: icmp_seq=29 ttl=64 time=7.30 ms
1008 bytes from 10.0.0.6: icmp_seq=30 ttl=64 time=8.43 ms
1008 bytes from 10.0.0.6: icmp_seq=31 ttl=64 time=1.28 ms
1008 bytes from 10.0.0.6: icmp_seq=32 ttl=64 time=1.78 ms
1008 bytes from 10.0.0.6: icmp_seq=33 ttl=64 time=2.58 ms
1008 bytes from 10.0.0.6: icmp_seq=34 ttl=64 time=3.59 ms
1008 bytes from 10.0.0.6: icmp_seq=35 ttl=64 time=9.09 ms
