PING 10.0.0.10 (10.0.0.10) 1000(1028) bytes of data.
1008 bytes from 10.0.0.10: icmp_seq=1 ttl=64 time=271 ms
1008 bytes from 10.0.0.10: icmp_seq=2 ttl=64 time=255 ms
1008 bytes from 10.0.0.10: icmp_seq=3 ttl=64 time=251 ms
1008 bytes from 10.0.0.10: icmp_seq=4 ttl=64 time=390 ms
1008 bytes from 10.0.0.10: icmp_seq=7 ttl=64 time=281 ms
1008 bytes from 10.0.0.10: icmp_seq=5 ttl=64 time=407 ms
1008 bytes from 10.0.0.10: icmp_seq=9 ttl=64 time=282 ms
1008 bytes from 10.0.0.10: icmp_seq=6 ttl=64 time=324 ms
1008 bytes from 10.0.0.10: icmp_seq=10 ttl=64 time=265 ms
1008 bytes from 10.0.0.10: icmp_seq=8 ttl=64 time=298 ms
1008 bytes from 10.0.0.10: icmp_seq=12 ttl=64 time=307 ms
1008 bytes from 10.0.0.10: icmp_seq=11 ttl=64 time=341 ms
1008 bytes from 10.0.0.10: icmp_seq=13 ttl=64 time=332 ms
1008 bytes from 10.0.0.10: icmp_seq=14 ttl=64 time=392 ms
1008 bytes from 10.0.0.10: icmp_seq=15 ttl=64 time=398 ms
1008 bytes from 10.0.0.10: icmp_seq=16 ttl=64 time=379 ms
1008 bytes from 10.0.0.10: icmp_seq=17 ttl=64 time=393 ms
1008 bytes from 10.0.0.10: icmp_seq=20 ttl=64 time=373 ms
1008 bytes from 10.0.0.10: icmp_seq=18 ttl=64 time=436 ms
1008 bytes from 10.0.0.10: icmp_seq=19 ttl=64 time=404 ms
1008 bytes from 10.0.0.10: icmp_seq=21 ttl=64 time=461 ms
1008 bytes from 10.0.0.10: icmp_seq=22 ttl=64 time=453 ms
1008 bytes from 10.0.0.10: icmp_seq=25 ttl=64 time=381 ms
1008 bytes from 10.0.0.10: icmp_seq=26 ttl=64 time=384 ms
1008 bytes from 10.0.0.10: icmp_seq=24 ttl=64 time=465 ms
1008 bytes from 10.0.0.10: icmp_seq=23 ttl=64 time=498 ms
1008 bytes from 10.0.0.10: icmp_seq=33 ttl=64 time=444 ms
1008 bytes from 10.0.0.10: icmp_seq=29 ttl=64 time=507 ms
1008 bytes from 10.0.0.10: icmp_seq=30 ttl=64 time=501 ms
1008 bytes from 10.0.0.10: icmp_seq=27 ttl=64 time=534 ms
1008 bytes from 10.0.0.10: icmp_seq=28 ttl=64 time=535 ms
1008 bytes from 10.0.0.10: icmp_seq=31 ttl=64 time=507 ms
1008 bytes from 10.0.0.10: icmp_seq=32 ttl=64 time=516 ms
1008 bytes from 10.0.0.10: icmp_seq=34 ttl=64 time=465 ms
1008 bytes from 10.0.0.10: icmp_seq=35 ttl=64 time=555 ms
1008 bytes from 10.0.0.10: icmp_seq=36 ttl=64 time=595 ms
1008 bytes from 10.0.0.10: icmp_seq=37 ttl=64 time=470 ms
1008 bytes from 10.0.0.10: icmp_seq=41 ttl=64 time=528 ms
1008 bytes from 10.0.0.10: icmp_seq=43 ttl=64 time=607 ms
1008 bytes from 10.0.0.10: icmp_seq=40 ttl=64 time=621 ms
1008 bytes from 10.0.0.10: icmp_seq=47 ttl=64 time=681 ms
1008 bytes from 10.0.0.10: icmp_seq=50 ttl=64 time=676 ms
1008 bytes from 10.0.0.10: icmp_seq=38 ttl=64 time=735 ms
1008 bytes from 10.0.0.10: icmp_seq=51 ttl=64 time=681 ms
1008 bytes from 10.0.0.10: icmp_seq=45 ttl=64 time=793 ms
1008 bytes from 10.0.0.10: icmp_seq=39 ttl=64 time=791 ms
1008 bytes from 10.0.0.10: icmp_seq=55 ttl=64 time=753 ms
1008 bytes from 10.0.0.10: icmp_seq=56 ttl=64 time=688 ms
1008 bytes from 10.0.0.10: icmp_seq=46 ttl=64 time=800 ms
1008 bytes from 10.0.0.10: icmp_seq=42 ttl=64 time=936 ms
1008 bytes from 10.0.0.10: icmp_seq=44 ttl=64 time=931 ms
1008 bytes from 10.0.0.10: icmp_seq=52 ttl=64 time=1081 ms
1008 bytes from 10.0.0.10: icmp_seq=53 ttl=64 time=863 ms
1008 bytes from 10.0.0.10: icmp_seq=58 ttl=64 time=882 ms
1008 bytes from 10.0.0.10: icmp_seq=62 ttl=64 time=1142 ms
1008 bytes from 10.0.0.10: icmp_seq=54 ttl=64 time=1338 ms
1008 bytes from 10.0.0.10: icmp_seq=65 ttl=64 time=1257 ms
1008 bytes from 10.0.0.10: icmp_seq=66 ttl=64 time=1290 ms
1008 bytes from 10.0.0.10: icmp_seq=74 ttl=64 time=1267 ms
1008 bytes from 10.0.0.10: icmp_seq=67 ttl=64 time=1330 ms
1008 bytes from 10.0.0.10: icmp_seq=59 ttl=64 time=1517 ms
1008 bytes from 10.0.0.10: icmp_seq=61 ttl=64 time=1550 ms
1008 bytes from 10.0.0.10: icmp_seq=75 ttl=64 time=1266 ms
1008 bytes from 10.0.0.10: icmp_seq=76 ttl=64 time=1251 ms
1008 bytes from 10.0.0.10: icmp_seq=78 ttl=64 time=1230 ms
1008 bytes from 10.0.0.10: icmp_seq=79 ttl=64 time=1216 ms
1008 bytes from 10.0.0.10: icmp_seq=81 ttl=64 time=1313 ms
1008 bytes from 10.0.0.10: icmp_seq=82 ttl=64 time=1325 ms
1008 bytes from 10.0.0.10: icmp_seq=64 ttl=64 time=1759 ms
1008 bytes from 10.0.0.10: icmp_seq=85 ttl=64 time=1344 ms
1008 bytes from 10.0.0.10: icmp_seq=88 ttl=64 time=1311 ms
1008 bytes from 10.0.0.10: icmp_seq=89 ttl=64 time=1417 ms
1008 bytes from 10.0.0.10: icmp_seq=73 ttl=64 time=1804 ms
1008 bytes from 10.0.0.10: icmp_seq=94 ttl=64 time=1421 ms

--- 10.0.0.10 ping statistics ---
