PING 10.0.0.6 (10.0.0.6) 1000(1028) bytes of data.
1008 bytes from 10.0.0.6: icmp_seq=1 ttl=64 time=1929 ms
1008 bytes from 10.0.0.6: icmp_seq=2 ttl=64 time=1930 ms
1008 bytes from 10.0.0.6: icmp_seq=4 ttl=64 time=1909 ms
1008 bytes from 10.0.0.6: icmp_seq=5 ttl=64 time=1899 ms
1008 bytes from 10.0.0.6: icmp_seq=6 ttl=64 time=1898 ms
1008 bytes from 10.0.0.6: icmp_seq=22 ttl=64 time=1714 ms
1008 bytes from 10.0.0.6: icmp_seq=24 ttl=64 time=1704 ms
1008 bytes from 10.0.0.6: icmp_seq=28 ttl=64 time=1668 ms
1008 bytes from 10.0.0.6: icmp_seq=31 ttl=64 time=1650 ms
1008 bytes from 10.0.0.6: icmp_seq=33 ttl=64 time=1669 ms
1008 bytes from 10.0.0.6: icmp_seq=36 ttl=64 time=1656 ms
1008 bytes from 10.0.0.6: icmp_seq=39 ttl=64 time=1644 ms
1008 bytes from 10.0.0.6: icmp_seq=42 ttl=64 time=1626 ms
1008 bytes from 10.0.0.6: icmp_seq=53 ttl=64 time=1499 ms
1008 bytes from 10.0.0.6: icmp_seq=54 ttl=64 time=1499 ms
1008 bytes from 10.0.0.6: icmp_seq=58 ttl=64 time=1463 ms
1008 bytes from 10.0.0.6: icmp_seq=59 ttl=64 time=1453 ms
1008 bytes from 10.0.0.6: icmp_seq=61 ttl=64 time=1436 ms
1008 bytes from 10.0.0.6: icmp_seq=63 ttl=64 time=1421 ms
1008 bytes from 10.0.0.6: icmp_seq=70 ttl=64 time=1288 ms
1008 bytes from 10.0.0.6: icmp_seq=71 ttl=64 time=1285 ms
1008 bytes from 10.0.0.6: icmp_seq=73 ttl=64 time=1270 ms
1008 bytes from 10.0.0.6: icmp_seq=74 ttl=64 time=1266 ms
1008 bytes from 10.0.0.6: icmp_seq=80 ttl=64 time=1209 ms
1008 bytes from 10.0.0.6: icmp_seq=83 ttl=64 time=1176 ms
1008 bytes from 10.0.0.6: icmp_seq=84 ttl=64 time=1165 ms
1008 bytes from 10.0.0.6: icmp_seq=85 ttl=64 time=1170 ms
1008 bytes from 10.0.0.6: icmp_seq=87 ttl=64 time=1169 ms
1008 bytes from 10.0.0.6: icmp_seq=88 ttl=64 time=1170 ms
1008 bytes from 10.0.0.6: icmp_seq=89 ttl=64 time=1169 ms
1008 bytes from 10.0.0.6: icmp_seq=90 ttl=64 time=1168 ms
1008 bytes from 10.0.0.6: icmp_seq=93 ttl=64 time=1169 ms
1008 bytes from 10.0.0.6: icmp_seq=94 ttl=64 time=1166 ms
1008 bytes from 10.0.0.6: icmp_seq=95 ttl=64 time=1167 ms
1008 bytes from 10.0.0.6: icmp_seq=96 ttl=64 time=1167 ms
1008 bytes from 10.0.0.6: icmp_seq=98 ttl=64 time=1167 ms
1008 bytes from 10.0.0.6: icmp_seq=99 ttl=64 time=1168 ms
1008 bytes from 10.0.0.6: icmp_seq=100 ttl=64 time=1174 ms
1008 bytes from 10.0.0.6: icmp_seq=101 ttl=64 time=1171 ms
1008 bytes from 10.0.0.6: icmp_seq=102 ttl=64 time=1168 ms
1008 bytes from 10.0.0.6: icmp_seq=105 ttl=64 time=1166 ms
