PING 10.0.0.4 (10.0.0.4) 1000(1028) bytes of data.
1008 bytes from 10.0.0.4: icmp_seq=170 ttl=64 time=12.7 ms
1008 bytes from 10.0.0.4: icmp_seq=171 ttl=64 time=35.1 ms
1008 bytes from 10.0.0.4: icmp_seq=172 ttl=64 time=56.1 ms
1008 bytes from 10.0.0.4: icmp_seq=173 ttl=64 time=79.5 ms
1008 bytes from 10.0.0.4: icmp_seq=174 ttl=64 time=97.9 ms
1008 bytes from 10.0.0.4: icmp_seq=175 ttl=64 time=126 ms
1008 bytes from 10.0.0.4: icmp_seq=176 ttl=64 time=140 ms
1008 bytes from 10.0.0.4: icmp_seq=177 ttl=64 time=160 ms
1008 bytes from 10.0.0.4: icmp_seq=178 ttl=64 time=176 ms
1008 bytes from 10.0.0.4: icmp_seq=179 ttl=64 time=206 ms
1008 bytes from 10.0.0.4: icmp_seq=180 ttl=64 time=220 ms
1008 bytes from 10.0.0.4: icmp_seq=181 ttl=64 time=237 ms
1008 bytes from 10.0.0.4: icmp_seq=182 ttl=64 time=249 ms
1008 bytes from 10.0.0.4: icmp_seq=183 ttl=64 time=282 ms
1008 bytes from 10.0.0.4: icmp_seq=184 ttl=64 time=307 ms
1008 bytes from 10.0.0.4: icmp_seq=185 ttl=64 time=348 ms
1008 bytes from 10.0.0.4: icmp_seq=186 ttl=64 time=397 ms
1008 bytes from 10.0.0.4: icmp_seq=187 ttl=64 time=409 ms
1008 bytes from 10.0.0.4: icmp_seq=188 ttl=64 time=450 ms
1008 bytes from 10.0.0.4: icmp_seq=189 ttl=64 time=477 ms
1008 bytes from 10.0.0.4: icmp_seq=190 ttl=64 time=499 ms
1008 bytes from 10.0.0.4: icmp_seq=191 ttl=64 time=590 ms
1008 bytes from 10.0.0.4: icmp_seq=192 ttl=64 time=674 ms
1008 bytes from 10.0.0.4: icmp_seq=193 ttl=64 time=702 ms
1008 bytes from 10.0.0.4: icmp_seq=194 ttl=64 time=721 ms
1008 bytes from 10.0.0.4: icmp_seq=196 ttl=64 time=774 ms
1008 bytes from 10.0.0.4: icmp_seq=195 ttl=64 time=835 ms
1008 bytes from 10.0.0.4: icmp_seq=198 ttl=64 time=853 ms
1008 bytes from 10.0.0.4: icmp_seq=197 ttl=64 time=868 ms
1008 bytes from 10.0.0.4: icmp_seq=199 ttl=64 time=905 ms
1008 bytes from 10.0.0.4: icmp_seq=200 ttl=64 time=902 ms
1008 bytes from 10.0.0.4: icmp_seq=201 ttl=64 time=959 ms
1008 bytes from 10.0.0.4: icmp_seq=202 ttl=64 time=965 ms
1008 bytes from 10.0.0.4: icmp_seq=203 ttl=64 time=996 ms
1008 bytes from 10.0.0.4: icmp_seq=204 ttl=64 time=1035 ms
1008 bytes from 10.0.0.4: icmp_seq=205 ttl=64 time=1054 ms
1008 bytes from 10.0.0.4: icmp_seq=206 ttl=64 time=1103 ms
1008 bytes from 10.0.0.4: icmp_seq=207 ttl=64 time=1169 ms
1008 bytes from 10.0.0.4: icmp_seq=208 ttl=64 time=1310 ms
1008 bytes from 10.0.0.4: icmp_seq=209 ttl=64 time=1289 ms
1008 bytes from 10.0.0.4: icmp_seq=210 ttl=64 time=1280 ms
1008 bytes from 10.0.0.4: icmp_seq=211 ttl=64 time=1359 ms
1008 bytes from 10.0.0.4: icmp_seq=212 ttl=64 time=1558 ms
1008 bytes from 10.0.0.4: icmp_seq=217 ttl=64 time=1496 ms
1008 bytes from 10.0.0.4: icmp_seq=216 ttl=64 time=1630 ms
1008 bytes from 10.0.0.4: icmp_seq=213 ttl=64 time=1660 ms
1008 bytes from 10.0.0.4: icmp_seq=214 ttl=64 time=1727 ms
1008 bytes from 10.0.0.4: icmp_seq=221 ttl=64 time=1874 ms
1008 bytes from 10.0.0.4: icmp_seq=222 ttl=64 time=1885 ms
1008 bytes from 10.0.0.4: icmp_seq=219 ttl=64 time=2205 ms
1008 bytes from 10.0.0.4: icmp_seq=220 ttl=64 time=2209 ms
1008 bytes from 10.0.0.4: icmp_seq=223 ttl=64 time=2167 ms
1008 bytes from 10.0.0.4: icmp_seq=227 ttl=64 time=2140 ms
1008 bytes from 10.0.0.4: icmp_seq=218 ttl=64 time=2338 ms

--- 10.0.0.4 ping statistics ---
250 packets transmitted, 54 received, 78% packet loss, time 4570ms
rtt min/avg/max/mdev = 12.782/892.923/2338.122/665.391 ms, pipe 49
path = [8, 3, 0, 2]
duration=6495
