PING 10.0.0.3 (10.0.0.3) 1000(1028) bytes of data.
1008 bytes from 10.0.0.3: icmp_seq=1 ttl=64 time=2222 ms
1008 bytes from 10.0.0.3: icmp_seq=2 ttl=64 time=2222 ms
1008 bytes from 10.0.0.3: icmp_seq=3 ttl=64 time=2210 ms
1008 bytes from 10.0.0.3: icmp_seq=9 ttl=64 time=2168 ms
1008 bytes from 10.0.0.3: icmp_seq=15 ttl=64 time=2250 ms
1008 bytes from 10.0.0.3: icmp_seq=16 ttl=64 time=2251 ms
1008 bytes from 10.0.0.3: icmp_seq=17 ttl=64 time=2250 ms
1008 bytes from 10.0.0.3: icmp_seq=18 ttl=64 time=2248 ms
1008 bytes from 10.0.0.3: icmp_seq=19 ttl=64 time=2245 ms
1008 bytes from 10.0.0.3: icmp_seq=24 ttl=64 time=2179 ms
1008 bytes from 10.0.0.3: icmp_seq=25 ttl=64 time=2180 ms
1008 bytes from 10.0.0.3: icmp_seq=26 ttl=64 time=2193 ms
1008 bytes from 10.0.0.3: icmp_seq=27 ttl=64 time=2192 ms
1008 bytes from 10.0.0.3: icmp_seq=28 ttl=64 time=2191 ms
1008 bytes from 10.0.0.3: icmp_seq=29 ttl=64 time=2209 ms
1008 bytes from 10.0.0.3: icmp_seq=30 ttl=64 time=2232 ms
1008 bytes from 10.0.0.3: icmp_seq=31 ttl=64 time=2235 ms
1008 bytes from 10.0.0.3: icmp_seq=32 ttl=64 time=2249 ms
1008 bytes from 10.0.0.3: icmp_seq=33 ttl=64 time=2253 ms
1008 bytes from 10.0.0.3: icmp_seq=34 ttl=64 time=2250 ms
1008 bytes from 10.0.0.3: icmp_seq=36 ttl=64 time=2246 ms
1008 bytes from 10.0.0.3: icmp_seq=37 ttl=64 time=2254 ms
1008 bytes from 10.0.0.3: icmp_seq=38 ttl=64 time=2264 ms
1008 bytes from 10.0.0.3: icmp_seq=39 ttl=64 time=2265 ms
1008 bytes from 10.0.0.3: icmp_seq=40 ttl=64 time=2265 ms
1008 bytes from 10.0.0.3: icmp_seq=41 ttl=64 time=2273 ms
1008 bytes from 10.0.0.3: icmp_seq=42 ttl=64 time=2275 ms
1008 bytes from 10.0.0.3: icmp_seq=43 ttl=64 time=2276 ms
1008 bytes from 10.0.0.3: icmp_seq=44 ttl=64 time=2281 ms
1008 bytes from 10.0.0.3: icmp_seq=45 ttl=64 time=2279 ms
1008 bytes from 10.0.0.3: icmp_seq=47 ttl=64 time=2291 ms
1008 bytes from 10.0.0.3: icmp_seq=49 ttl=64 time=2288 ms
1008 bytes from 10.0.0.3: icmp_seq=53 ttl=64 time=2280 ms
1008 bytes from 10.0.0.3: icmp_seq=54 ttl=64 time=2280 ms
1008 bytes from 10.0.0.3: icmp_seq=55 ttl=64 time=2274 ms
1008 bytes from 10.0.0.3: icmp_seq=56 ttl=64 time=2272 ms
1008 bytes from 10.0.0.3: icmp_seq=57 ttl=64 time=2274 ms
1008 bytes from 10.0.0.3: icmp_seq=58 ttl=64 time=2275 ms
1008 bytes from 10.0.0.3: icmp_seq=59 ttl=64 time=2275 ms
1008 bytes from 10.0.0.3: icmp_seq=61 ttl=64 time=2272 ms
1008 bytes from 10.0.0.3: icmp_seq=62 ttl=64 time=2276 ms
1008 bytes from 10.0.0.3: icmp_seq=64 ttl=64 time=2277 ms
1008 bytes from 10.0.0.3: icmp_seq=65 ttl=64 time=2313 ms
1008 bytes from 10.0.0.3: icmp_seq=68 ttl=64 time=2315 ms
1008 bytes from 10.0.0.3: icmp_seq=69 ttl=64 time=2315 ms
1008 bytes from 10.0.0.3: icmp_seq=71 ttl=64 time=2312 ms
1008 bytes from 10.0.0.3: icmp_seq=72 ttl=64 time=2305 ms
1008 bytes from 10.0.0.3: icmp_seq=73 ttl=64 time=2302 ms
1008 bytes from 10.0.0.3: icmp_seq=74 ttl=64 time=2305 ms
1008 bytes from 10.0.0.3: icmp_seq=75 ttl=64 time=2306 ms
1008 bytes from 10.0.0.3: icmp_seq=76 ttl=64 time=2311 ms
1008 bytes from 10.0.0.3: icmp_seq=77 ttl=64 time=2300 ms
1008 bytes from 10.0.0.3: icmp_seq=78 ttl=64 time=2302 ms
1008 bytes from 10.0.0.3: icmp_seq=80 ttl=64 time=2297 ms
1008 bytes from 10.0.0.3: icmp_seq=82 ttl=64 time=2180 ms
1008 bytes from 10.0.0.3: icmp_seq=83 ttl=64 time=2182 ms
1008 bytes from 10.0.0.3: icmp_seq=84 ttl=64 time=2179 ms
1008 bytes from 10.0.0.3: icmp_seq=86 ttl=64 time=2174 ms
1008 bytes from 10.0.0.3: icmp_seq=87 ttl=64 time=2173 ms
1008 bytes from 10.0.0.3: icmp_seq=88 ttl=64 time=2173 ms
1008 bytes from 10.0.0.3: icmp_seq=90 ttl=64 time=2168 ms
1008 bytes from 10.0.0.3: icmp_seq=91 ttl=64 time=2167 ms
1008 bytes from 10.0.0.3: icmp_seq=92 ttl=64 time=2163 ms
1008 bytes from 10.0.0.3: icmp_seq=93 ttl=64 time=2156 ms
1008 bytes from 10.0.0.3: icmp_seq=94 ttl=64 time=2159 ms
1008 bytes from 10.0.0.3: icmp_seq=96 ttl=64 time=2158 ms
1008 bytes from 10.0.0.3: icmp_seq=97 ttl=64 time=2164 ms
1008 bytes from 10.0.0.3: icmp_seq=98 ttl=64 time=2161 ms
1008 bytes from 10.0.0.3: icmp_seq=99 ttl=64 time=2163 ms
1008 bytes from 10.0.0.3: icmp_seq=100 ttl=64 time=2156 ms
1008 bytes from 10.0.0.3: icmp_seq=101 ttl=64 time=2154 ms
1008 bytes from 10.0.0.3: icmp_seq=102 ttl=64 time=2156 ms
1008 bytes from 10.0.0.3: icmp_seq=103 ttl=64 time=2151 ms
1008 bytes from 10.0.0.3: icmp_seq=104 ttl=64 time=2146 ms
1008 bytes from 10.0.0.3: icmp_seq=105 ttl=64 time=2140 ms
1008 bytes from 10.0.0.3: icmp_seq=106 ttl=64 time=2143 ms
1008 bytes from 10.0.0.3: icmp_seq=107 ttl=64 time=2147 ms
1008 bytes from 10.0.0.3: icmp_seq=108 ttl=64 time=2144 ms
1008 bytes from 10.0.0.3: icmp_seq=109 ttl=64 time=2136 ms
1008 bytes from 10.0.0.3: icmp_seq=110 ttl=64 time=2131 ms
1008 bytes from 10.0.0.3: icmp_seq=111 ttl=64 time=2126 ms
1008 bytes from 10.0.0.3: icmp_seq=112 ttl=64 time=2112 ms
1008 bytes from 10.0.0.3: icmp_seq=113 ttl=64 time=2113 ms
1008 bytes from 10.0.0.3: icmp_seq=114 ttl=64 time=2116 ms
1008 bytes from 10.0.0.3: icmp_seq=115 ttl=64 time=2110 ms
1008 bytes from 10.0.0.3: icmp_seq=116 ttl=64 time=2106 ms
1008 bytes from 10.0.0.3: icmp_seq=117 ttl=64 time=2097 ms
1008 bytes from 10.0.0.3: icmp_seq=118 ttl=64 time=2083 ms
1008 bytes from 10.0.0.3: icmp_seq=120 ttl=64 time=2079 ms
1008 bytes from 10.0.0.3: icmp_seq=121 ttl=64 time=2084 ms
1008 bytes from 10.0.0.3: icmp_seq=122 ttl=64 time=2087 ms
1008 bytes from 10.0.0.3: icmp_seq=123 ttl=64 time=2092 ms
1008 bytes from 10.0.0.3: icmp_seq=124 ttl=64 time=2089 ms
1008 bytes from 10.0.0.3: icmp_seq=128 ttl=64 time=2082 ms
1008 bytes from 10.0.0.3: icmp_seq=129 ttl=64 time=2087 ms
1008 bytes from 10.0.0.3: icmp_seq=130 ttl=64 time=2085 ms
1008 bytes from 10.0.0.3: icmp_seq=131 ttl=64 time=2097 ms
1008 bytes from 10.0.0.3: icmp_seq=132 ttl=64 time=2131 ms
1008 bytes from 10.0.0.3: icmp_seq=133 ttl=64 time=2136 ms
1008 bytes from 10.0.0.3: icmp_seq=134 ttl=64 time=2136 ms
1008 bytes from 10.0.0.3: icmp_seq=135 ttl=64 time=2142 ms
1008 bytes from 10.0.0.3: icmp_seq=136 ttl=64 time=2148 ms
1008 bytes from 10.0.0.3: icmp_seq=137 ttl=64 time=2106 ms
1008 bytes from 10.0.0.3: icmp_seq=138 ttl=64 time=2113 ms
1008 bytes from 10.0.0.3: icmp_seq=139 ttl=64 time=2113 ms
1008 bytes from 10.0.0.3: icmp_seq=140 ttl=64 time=2131 ms
1008 bytes from 10.0.0.3: icmp_seq=141 ttl=64 time=2129 ms
1008 bytes from 10.0.0.3: icmp_seq=142 ttl=64 time=2129 ms
1008 bytes from 10.0.0.3: icmp_seq=143 ttl=64 time=2130 ms
1008 bytes from 10.0.0.3: icmp_seq=144 ttl=64 time=2132 ms
1008 bytes from 10.0.0.3: icmp_seq=145 ttl=64 time=2134 ms
1008 bytes from 10.0.0.3: icmp_seq=146 ttl=64 time=2131 ms
1008 bytes from 10.0.0.3: icmp_seq=147 ttl=64 time=2133 ms
1008 bytes from 10.0.0.3: icmp_seq=148 ttl=64 time=2137 ms
1008 bytes from 10.0.0.3: icmp_seq=149 ttl=64 time=2144 ms
1008 bytes from 10.0.0.3: icmp_seq=150 ttl=64 time=2146 ms
1008 bytes from 10.0.0.3: icmp_seq=151 ttl=64 time=2149 ms
1008 bytes from 10.0.0.3: icmp_seq=152 ttl=64 time=2161 ms
1008 bytes from 10.0.0.3: icmp_seq=153 ttl=64 time=2179 ms
1008 bytes from 10.0.0.3: icmp_seq=154 ttl=64 time=2172 ms
1008 bytes from 10.0.0.3: icmp_seq=155 ttl=64 time=2171 ms
1008 bytes from 10.0.0.3: icmp_seq=156 ttl=64 time=2171 ms
1008 bytes from 10.0.0.3: icmp_seq=158 ttl=64 time=2182 ms
1008 bytes from 10.0.0.3: icmp_seq=159 ttl=64 time=2177 ms
1008 bytes from 10.0.0.3: icmp_seq=160 ttl=64 time=2171 ms
1008 bytes from 10.0.0.3: icmp_seq=161 ttl=64 time=2161 ms
1008 bytes from 10.0.0.3: icmp_seq=162 ttl=64 time=2161 ms
1008 bytes from 10.0.0.3: icmp_seq=163 ttl=64 time=2167 ms
1008 bytes from 10.0.0.3: icmp_seq=164 ttl=64 time=2160 ms
1008 bytes from 10.0.0.3: icmp_seq=165 ttl=64 time=2153 ms
1008 bytes from 10.0.0.3: icmp_seq=166 ttl=64 time=2147 ms
1008 bytes from 10.0.0.3: icmp_seq=167 ttl=64 time=2146 ms
1008 bytes from 10.0.0.3: icmp_seq=169 ttl=64 time=2137 ms
1008 bytes from 10.0.0.3: icmp_seq=170 ttl=64 time=2134 ms
1008 bytes from 10.0.0.3: icmp_seq=171 ttl=64 time=2123 ms
1008 bytes from 10.0.0.3: icmp_seq=172 ttl=64 time=2124 ms
1008 bytes from 10.0.0.3: icmp_seq=173 ttl=64 time=2125 ms
1008 bytes from 10.0.0.3: icmp_seq=174 ttl=64 time=2116 ms
1008 bytes from 10.0.0.3: icmp_seq=175 ttl=64 time=2110 ms
1008 bytes from 10.0.0.3: icmp_seq=176 ttl=64 time=2103 ms
1008 bytes from 10.0.0.3: icmp_seq=177 ttl=64 time=2099 ms
1008 bytes from 10.0.0.3: icmp_seq=178 ttl=64 time=2094 ms
1008 bytes from 10.0.0.3: icmp_seq=179 ttl=64 time=2088 ms
1008 bytes from 10.0.0.3: icmp_seq=180 ttl=64 time=2088 ms
1008 bytes from 10.0.0.3: icmp_seq=181 ttl=64 time=2081 ms
1008 bytes from 10.0.0.3: icmp_seq=182 ttl=64 time=2074 ms
1008 bytes from 10.0.0.3: icmp_seq=183 ttl=64 time=2065 ms
1008 bytes from 10.0.0.3: icmp_seq=184 ttl=64 time=2056 ms
1008 bytes from 10.0.0.3: icmp_seq=185 ttl=64 time=2052 ms
1008 bytes from 10.0.0.3: icmp_seq=186 ttl=64 time=2043 ms
1008 bytes from 10.0.0.3: icmp_seq=187 ttl=64 time=2038 ms
1008 bytes from 10.0.0.3: icmp_seq=188 ttl=64 time=2032 ms
1008 bytes from 10.0.0.3: icmp_seq=189 ttl=64 time=2026 ms
1008 bytes from 10.0.0.3: icmp_seq=190 ttl=64 time=2021 ms
1008 bytes from 10.0.0.3: icmp_seq=192 ttl=64 time=2006 ms
1008 bytes from 10.0.0.3: icmp_seq=193 ttl=64 time=2005 ms
1008 bytes from 10.0.0.3: icmp_seq=194 ttl=64 time=1997 ms
1008 bytes from 10.0.0.3: icmp_seq=195 ttl=64 time=1985 ms
1008 bytes from 10.0.0.3: icmp_seq=196 ttl=64 time=1982 ms
1008 bytes from 10.0.0.3: icmp_seq=197 ttl=64 time=1983 ms
1008 bytes from 10.0.0.3: icmp_seq=198 ttl=64 time=1976 ms
1008 bytes from 10.0.0.3: icmp_seq=199 ttl=64 time=1974 ms
1008 bytes from 10.0.0.3: icmp_seq=200 ttl=64 time=1969 ms
1008 bytes from 10.0.0.3: icmp_seq=201 ttl=64 time=1965 ms
1008 bytes from 10.0.0.3: icmp_seq=202 ttl=64 time=1919 ms
1008 bytes from 10.0.0.3: icmp_seq=203 ttl=64 time=1909 ms
1008 bytes from 10.0.0.3: icmp_seq=204 ttl=64 time=1901 ms
1008 bytes from 10.0.0.3: icmp_seq=205 ttl=64 time=1886 ms
1008 bytes from 10.0.0.3: icmp_seq=206 ttl=64 time=1881 ms
1008 bytes from 10.0.0.3: icmp_seq=207 ttl=64 time=1876 ms
1008 bytes from 10.0.0.3: icmp_seq=208 ttl=64 time=1928 ms
1008 bytes from 10.0.0.3: icmp_seq=209 ttl=64 time=1930 ms
1008 bytes from 10.0.0.3: icmp_seq=210 ttl=64 time=1920 ms
1008 bytes from 10.0.0.3: icmp_seq=211 ttl=64 time=1917 ms
1008 bytes from 10.0.0.3: icmp_seq=212 ttl=64 time=1904 ms
1008 bytes from 10.0.0.3: icmp_seq=213 ttl=64 time=1894 ms
1008 bytes from 10.0.0.3: icmp_seq=214 ttl=64 time=1891 ms
1008 bytes from 10.0.0.3: icmp_seq=215 ttl=64 time=1876 ms
1008 bytes from 10.0.0.3: icmp_seq=216 ttl=64 time=1868 ms
1008 bytes from 10.0.0.3: icmp_seq=217 ttl=64 time=1857 ms
1008 bytes from 10.0.0.3: icmp_seq=218 ttl=64 time=1851 ms
1008 bytes from 10.0.0.3: icmp_seq=219 ttl=64 time=1848 ms
1008 bytes from 10.0.0.3: icmp_seq=220 ttl=64 time=1840 ms
1008 bytes from 10.0.0.3: icmp_seq=221 ttl=64 time=1833 ms
1008 bytes from 10.0.0.3: icmp_seq=222 ttl=64 time=1826 ms
1008 bytes from 10.0.0.3: icmp_seq=223 ttl=64 time=1820 ms
1008 bytes from 10.0.0.3: icmp_seq=224 ttl=64 time=1811 ms
1008 bytes from 10.0.0.3: icmp_seq=225 ttl=64 time=1800 ms
1008 bytes from 10.0.0.3: icmp_seq=226 ttl=64 time=1796 ms
1008 bytes from 10.0.0.3: icmp_seq=227 ttl=64 time=1786 ms
1008 bytes from 10.0.0.3: icmp_seq=228 ttl=64 time=1774 ms
1008 bytes from 10.0.0.3: icmp_seq=229 ttl=64 time=1768 ms
1008 bytes from 10.0.0.3: icmp_seq=230 ttl=64 time=1755 ms
1008 bytes from 10.0.0.3: icmp_seq=231 ttl=64 time=1748 ms
1008 bytes from 10.0.0.3: icmp_seq=232 ttl=64 time=1737 ms
1008 bytes from 10.0.0.3: icmp_seq=233 ttl=64 time=1741 ms
1008 bytes from 10.0.0.3: icmp_seq=234 ttl=64 time=1740 ms
1008 bytes from 10.0.0.3: icmp_seq=235 ttl=64 time=1735 ms
1008 bytes from 10.0.0.3: icmp_seq=236 ttl=64 time=1729 ms
1008 bytes from 10.0.0.3: icmp_seq=237 ttl=64 time=1721 ms
1008 bytes from 10.0.0.3: icmp_seq=238 ttl=64 time=1719 ms
1008 bytes from 10.0.0.3: icmp_seq=239 ttl=64 time=1713 ms
1008 bytes from 10.0.0.3: icmp_seq=240 ttl=64 time=1709 ms
1008 bytes from 10.0.0.3: icmp_seq=241 ttl=64 time=1705 ms
1008 bytes from 10.0.0.3: icmp_seq=242 ttl=64 time=1695 ms
1008 bytes from 10.0.0.3: icmp_seq=243 ttl=64 time=1691 ms
1008 bytes from 10.0.0.3: icmp_seq=244 ttl=64 time=1679 ms
1008 bytes from 10.0.0.3: icmp_seq=245 ttl=64 time=1674 ms
1008 bytes from 10.0.0.3: icmp_seq=246 ttl=64 time=1668 ms
