PING 10.0.0.11 (10.0.0.11) 1000(1028) bytes of data.
1008 bytes from 10.0.0.11: icmp_seq=1 ttl=64 time=104 ms
1008 bytes from 10.0.0.11: icmp_seq=2 ttl=64 time=114 ms
1008 bytes from 10.0.0.11: icmp_seq=3 ttl=64 time=119 ms
1008 bytes from 10.0.0.11: icmp_seq=4 ttl=64 time=128 ms
1008 bytes from 10.0.0.11: icmp_seq=5 ttl=64 time=136 ms
1008 bytes from 10.0.0.11: icmp_seq=6 ttl=64 time=143 ms
1008 bytes from 10.0.0.11: icmp_seq=7 ttl=64 time=144 ms
1008 bytes from 10.0.0.11: icmp_seq=8 ttl=64 time=159 ms
1008 bytes from 10.0.0.11: icmp_seq=9 ttl=64 time=165 ms
1008 bytes from 10.0.0.11: icmp_seq=10 ttl=64 time=166 ms
1008 bytes from 10.0.0.11: icmp_seq=11 ttl=64 time=171 ms
1008 bytes from 10.0.0.11: icmp_seq=12 ttl=64 time=172 ms
1008 bytes from 10.0.0.11: icmp_seq=13 ttl=64 time=175 ms
1008 bytes from 10.0.0.11: icmp_seq=14 ttl=64 time=176 ms
1008 bytes from 10.0.0.11: icmp_seq=15 ttl=64 time=182 ms
1008 bytes from 10.0.0.11: icmp_seq=16 ttl=64 time=189 ms
1008 bytes from 10.0.0.11: icmp_seq=17 ttl=64 time=201 ms
1008 bytes from 10.0.0.11: icmp_seq=18 ttl=64 time=208 ms
1008 bytes from 10.0.0.11: icmp_seq=19 ttl=64 time=219 ms
1008 bytes from 10.0.0.11: icmp_seq=20 ttl=64 time=224 ms
1008 bytes from 10.0.0.11: icmp_seq=21 ttl=64 time=237 ms
1008 bytes from 10.0.0.11: icmp_seq=22 ttl=64 time=249 ms
1008 bytes from 10.0.0.11: icmp_seq=23 ttl=64 time=260 ms
1008 bytes from 10.0.0.11: icmp_seq=24 ttl=64 time=272 ms
1008 bytes from 10.0.0.11: icmp_seq=25 ttl=64 time=281 ms
1008 bytes from 10.0.0.11: icmp_seq=26 ttl=64 time=289 ms
1008 bytes from 10.0.0.11: icmp_seq=27 ttl=64 time=299 ms
1008 bytes from 10.0.0.11: icmp_seq=28 ttl=64 time=312 ms
1008 bytes from 10.0.0.11: icmp_seq=29 ttl=64 time=317 ms
1008 bytes from 10.0.0.11: icmp_seq=30 ttl=64 time=332 ms
1008 bytes from 10.0.0.11: icmp_seq=31 ttl=64 time=346 ms
1008 bytes from 10.0.0.11: icmp_seq=32 ttl=64 time=357 ms
1008 bytes from 10.0.0.11: icmp_seq=33 ttl=64 time=363 ms
1008 bytes from 10.0.0.11: icmp_seq=34 ttl=64 time=376 ms
1008 bytes from 10.0.0.11: icmp_seq=35 ttl=64 time=384 ms
1008 bytes from 10.0.0.11: icmp_seq=36 ttl=64 time=401 ms
1008 bytes from 10.0.0.11: icmp_seq=37 ttl=64 time=412 ms
1008 bytes from 10.0.0.11: icmp_seq=38 ttl=64 time=421 ms
1008 bytes from 10.0.0.11: icmp_seq=39 ttl=64 time=434 ms
1008 bytes from 10.0.0.11: icmp_seq=40 ttl=64 time=444 ms
1008 bytes from 10.0.0.11: icmp_seq=41 ttl=64 time=451 ms
1008 bytes from 10.0.0.11: icmp_seq=42 ttl=64 time=466 ms
1008 bytes from 10.0.0.11: icmp_seq=43 ttl=64 time=479 ms
1008 bytes from 10.0.0.11: icmp_seq=44 ttl=64 time=497 ms
1008 bytes from 10.0.0.11: icmp_seq=45 ttl=64 time=500 ms
1008 bytes from 10.0.0.11: icmp_seq=46 ttl=64 time=515 ms
1008 bytes from 10.0.0.11: icmp_seq=47 ttl=64 time=527 ms
1008 bytes from 10.0.0.11: icmp_seq=48 ttl=64 time=533 ms
1008 bytes from 10.0.0.11: icmp_seq=49 ttl=64 time=548 ms
1008 bytes from 10.0.0.11: icmp_seq=50 ttl=64 time=552 ms
1008 bytes from 10.0.0.11: icmp_seq=51 ttl=64 time=568 ms
