PING 10.0.0.6 (10.0.0.6) 1000(1028) bytes of data.
1008 bytes from 10.0.0.6: icmp_seq=1 ttl=64 time=1194 ms
1008 bytes from 10.0.0.6: icmp_seq=2 ttl=64 time=1216 ms
1008 bytes from 10.0.0.6: icmp_seq=3 ttl=64 time=1228 ms
1008 bytes from 10.0.0.6: icmp_seq=4 ttl=64 time=1250 ms
1008 bytes from 10.0.0.6: icmp_seq=5 ttl=64 time=1265 ms
1008 bytes from 10.0.0.6: icmp_seq=6 ttl=64 time=1286 ms
1008 bytes from 10.0.0.6: icmp_seq=7 ttl=64 time=1305 ms
1008 bytes from 10.0.0.6: icmp_seq=8 ttl=64 time=1321 ms
1008 bytes from 10.0.0.6: icmp_seq=9 ttl=64 time=1338 ms
1008 bytes from 10.0.0.6: icmp_seq=10 ttl=64 time=1361 ms
1008 bytes from 10.0.0.6: icmp_seq=11 ttl=64 time=1374 ms
1008 bytes from 10.0.0.6: icmp_seq=12 ttl=64 time=1387 ms
1008 bytes from 10.0.0.6: icmp_seq=13 ttl=64 time=1401 ms
1008 bytes from 10.0.0.6: icmp_seq=14 ttl=64 time=1422 ms
1008 bytes from 10.0.0.6: icmp_seq=15 ttl=64 time=1441 ms
1008 bytes from 10.0.0.6: icmp_seq=16 ttl=64 time=1451 ms
1008 bytes from 10.0.0.6: icmp_seq=17 ttl=64 time=1469 ms
1008 bytes from 10.0.0.6: icmp_seq=18 ttl=64 time=1488 ms
1008 bytes from 10.0.0.6: icmp_seq=19 ttl=64 time=1501 ms
1008 bytes from 10.0.0.6: icmp_seq=20 ttl=64 time=1517 ms
1008 bytes from 10.0.0.6: icmp_seq=21 ttl=64 time=1532 ms
1008 bytes from 10.0.0.6: icmp_seq=22 ttl=64 time=1551 ms
1008 bytes from 10.0.0.6: icmp_seq=23 ttl=64 time=1569 ms
1008 bytes from 10.0.0.6: icmp_seq=24 ttl=64 time=1577 ms
1008 bytes from 10.0.0.6: icmp_seq=25 ttl=64 time=1593 ms
1008 bytes from 10.0.0.6: icmp_seq=26 ttl=64 time=1623 ms
1008 bytes from 10.0.0.6: icmp_seq=27 ttl=64 time=1633 ms
1008 bytes from 10.0.0.6: icmp_seq=28 ttl=64 time=1658 ms
1008 bytes from 10.0.0.6: icmp_seq=29 ttl=64 time=1736 ms
1008 bytes from 10.0.0.6: icmp_seq=30 ttl=64 time=1725 ms
1008 bytes from 10.0.0.6: icmp_seq=31 ttl=64 time=1811 ms
1008 bytes from 10.0.0.6: icmp_seq=32 ttl=64 time=1834 ms
1008 bytes from 10.0.0.6: icmp_seq=33 ttl=64 time=1849 ms
1008 bytes from 10.0.0.6: icmp_seq=34 ttl=64 time=1894 ms
1008 bytes from 10.0.0.6: icmp_seq=35 ttl=64 time=1917 ms
1008 bytes from 10.0.0.6: icmp_seq=36 ttl=64 time=1934 ms
1008 bytes from 10.0.0.6: icmp_seq=37 ttl=64 time=1981 ms
1008 bytes from 10.0.0.6: icmp_seq=38 ttl=64 time=1991 ms
1008 bytes from 10.0.0.6: icmp_seq=39 ttl=64 time=2021 ms
1008 bytes from 10.0.0.6: icmp_seq=40 ttl=64 time=2028 ms
1008 bytes from 10.0.0.6: icmp_seq=41 ttl=64 time=2055 ms
1008 bytes from 10.0.0.6: icmp_seq=42 ttl=64 time=2063 ms
1008 bytes from 10.0.0.6: icmp_seq=43 ttl=64 time=2091 ms
1008 bytes from 10.0.0.6: icmp_seq=44 ttl=64 time=2096 ms
1008 bytes from 10.0.0.6: icmp_seq=45 ttl=64 time=2136 ms
1008 bytes from 10.0.0.6: icmp_seq=46 ttl=64 time=2156 ms
1008 bytes from 10.0.0.6: icmp_seq=47 ttl=64 time=2159 ms
1008 bytes from 10.0.0.6: icmp_seq=50 ttl=64 time=2155 ms
1008 bytes from 10.0.0.6: icmp_seq=53 ttl=64 time=2170 ms
1008 bytes from 10.0.0.6: icmp_seq=51 ttl=64 time=2183 ms
1008 bytes from 10.0.0.6: icmp_seq=54 ttl=64 time=2192 ms
1008 bytes from 10.0.0.6: icmp_seq=55 ttl=64 time=2196 ms
1008 bytes from 10.0.0.6: icmp_seq=56 ttl=64 time=2196 ms
1008 bytes from 10.0.0.6: icmp_seq=57 ttl=64 time=2222 ms
1008 bytes from 10.0.0.6: icmp_seq=59 ttl=64 time=2223 ms
1008 bytes from 10.0.0.6: icmp_seq=58 ttl=64 time=2226 ms
